Name,Price,Category,Description,Image_Url,Detail_Url
Thyrovibe Seeds Boost Bar- pack of 7,490.00,Bars,A nutrient-dense bar for daily thyroid support.,https://cdn.zyrosite.com/cdn-cgi/image/format=auto,w=768,h=768,fit=crop,q=100/cdn-ecommerce/store_01JV34HD4RNHZAHYNVCHTPM6QH/assets/d7dfeaea-8b58-4050-af66-914067979d02.png,https://benefills.com/thyrovibe-museli
Thyrovibe Nutella Nut Butter,750.00,Butter,Healthy nut butter with no added sugar.,https://cdn.zyrosite.com/cdn-cgi/image/format=auto,w=768,h=768,fit=crop,q=100/cdn-ecommerce/store_01JV34HD4RNHZAHYNVCHTPM6QH/assets/da53d612-dd3d-4e7a-9df2-73c297921502.png,https://benefills.com/thyrovibe-nut-butters
Thyrovibe nut butters- the duo pack,1590.00,Bundles,Two healthy nut butters in one pack.,https://cdn.zyrosite.com/cdn-cgi/image/format=auto,w=768,h=768,fit=crop,q=100/cdn-ecommerce/store_01JV34HD4RNHZAHYNVCHTPM6QH/assets/29648e82-16b5-4fa6-b8c0-c382f34e2144.png,https://benefills.com/thyrovibe-museli-1
Thyrovibe Monthly Pack,2200.00,Bundles,Complete 30-day supply of bars and butters.,https://cdn.zyrosite.com/cdn-cgi/image/format=auto,w=768,h=768,fit=crop,q=100/cdn-ecommerce/store_01JV34HD4RNHZAHYNVCHTPM6QH/assets/eb35c973-f306-4874-8c62-e5b5b8c371de.webp,https://benefills.com/thyrovibe-thyroid-care-pack-1
Thyrovibe Kunafa Butter,750.00,Butter,Exotic Kunafa flavored healthy butter.,https://cdn.zyrosite.com/cdn-cgi/image/format=auto,w=768,h=768,fit=crop,q=100/cdn-ecommerce/store_01JV34HD4RNHZAHYNVCHTPM6QH/assets/af5661b4-44b3-4a05-9337-12e82f25c9a8.png,https://benefills.com/thyrovibe-nut-butters-1
Thyrovibe Berry Bliss Bars- Pack of 7,490.00,Bars,Berry flavored nutrient bars.,https://cdn.zyrosite.com/cdn-cgi/image/format=auto,w=768,h=768,fit=crop,q=100/cdn-ecommerce/store_01JV34HD4RNHZAHYNVCHTPM6QH/assets/161bee58-eb16-45b1-ba31-6bb1a0c60ff6.png,https://benefills.com/thyrovibe-berry-bliss-bars-pack-of-7
